question_id,domain,subcategory,question_type,difficulty,question,key_concepts,roles,content_status
backend-067,Backend,API Design,debugging,medium,When would cursor pagination be preferable to offset pagination? What trade-off would you explain before choosing this approach?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-068,Backend,FastAPI,design,medium,A blocking library is called inside async code. What problems can this cause? What trade-off would you explain before choosing this approach?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-069,Backend,API Design,conceptual,hard,How would you design idempotency for an interview-start or payment endpoint? What trade-off would you explain before choosing this approach?,Backend; API Design,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
backend-070,Backend,FastAPI,optimization,easy,How would you validate structured LLM output with Pydantic? What trade-off would you explain before choosing this approach?,Backend; FastAPI,backend_engineer; full_stack_engineer; software_engineer; ai_engineer,expanded
frontend-001,Frontend,JavaScript,practical,medium,Explain closures with a practical frontend example.,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-002,Frontend,React,tradeoff,medium,How does React decide what to re-render after state changes?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-003,Frontend,Browser,debugging,medium,What happens from clicking a URL to the browser rendering a page?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-004,Frontend,TypeScript,design,hard,When would you use unknown instead of any?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-005,Frontend,Architecture,conceptual,easy,How would you organize a growing React application by feature?,Frontend; Architecture,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-006,Frontend,Security,optimization,medium,Why is frontend route protection not a replacement for backend authorization?,Frontend; Security,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-007,Frontend,Next.js,follow_up,medium,"How would you choose between static generation, server rendering, and client fetching?",Frontend; Next.js,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-008,Frontend,JavaScript,scenario,medium,"Explain the event loop using promises, setTimeout, and synchronous code.",Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-009,Frontend,React,practical,hard,When can useMemo or useCallback hurt performance?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-010,Frontend,Browser,tradeoff,easy,Explain CORS from the browser perspective.,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-011,Frontend,TypeScript,debugging,medium,How would you model success and error API responses with discriminated unions?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-012,Frontend,Architecture,design,medium,How would you organize a growing React application by feature? How would you answer this if the interviewer asked for a concrete production example?,Frontend; Architecture,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-013,Frontend,Security,conceptual,medium,Why is frontend route protection not a replacement for backend authorization? How would you answer this if the interviewer asked for a concrete production example?,Frontend; Security,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-014,Frontend,Next.js,optimization,hard,"How would you choose between static generation, server rendering, and client fetching? How would you answer this if the interviewer asked for a concrete production example?",Frontend; Next.js,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-015,Frontend,JavaScript,follow_up,easy,How would you debounce a search input?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-016,Frontend,React,scenario,medium,How would you prevent unnecessary re-renders in a large React application?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-017,Frontend,Browser,practical,medium,How would you improve a page with poor Largest Contentful Paint?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-018,Frontend,TypeScript,tradeoff,medium,When would you use unknown instead of any? How would you answer this if the interviewer asked for a concrete production example?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-019,Frontend,Architecture,debugging,hard,How would you organize a growing React application by feature? What edge case or failure mode would you test before calling this solution complete?,Frontend; Architecture,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-020,Frontend,Security,design,easy,Why is frontend route protection not a replacement for backend authorization? What edge case or failure mode would you test before calling this solution complete?,Frontend; Security,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-021,Frontend,Next.js,conceptual,medium,"How would you choose between static generation, server rendering, and client fetching? What edge case or failure mode would you test before calling this solution complete?",Frontend; Next.js,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-022,Frontend,JavaScript,optimization,medium,How would you debug a browser memory leak?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-023,Frontend,React,follow_up,medium,How would you cancel an in-flight API request when a component unmounts?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,curated
frontend-024,Frontend,Browser,scenario,hard,What happens from clicking a URL to the browser rendering a page? How would you answer this if the interviewer asked for a concrete production example?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-025,Frontend,TypeScript,practical,easy,How would you model success and error API responses with discriminated unions? How would you answer this if the interviewer asked for a concrete production example?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-026,Frontend,JavaScript,tradeoff,medium,Explain closures with a practical frontend example. How would you answer this if the interviewer asked for a concrete production example?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-027,Frontend,React,debugging,medium,How does React decide what to re-render after state changes? How would you answer this if the interviewer asked for a concrete production example?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-028,Frontend,Browser,design,medium,Explain CORS from the browser perspective. How would you answer this if the interviewer asked for a concrete production example?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-029,Frontend,TypeScript,conceptual,hard,When would you use unknown instead of any? What edge case or failure mode would you test before calling this solution complete?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-030,Frontend,JavaScript,optimization,easy,"Explain the event loop using promises, setTimeout, and synchronous code. How would you answer this if the interviewer asked for a concrete production example?",Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-031,Frontend,React,follow_up,medium,When can useMemo or useCallback hurt performance? How would you answer this if the interviewer asked for a concrete production example?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-032,Frontend,Browser,scenario,medium,How would you improve a page with poor Largest Contentful Paint? How would you answer this if the interviewer asked for a concrete production example?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-033,Frontend,TypeScript,practical,medium,How would you model success and error API responses with discriminated unions? What edge case or failure mode would you test before calling this solution complete?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-034,Frontend,JavaScript,tradeoff,hard,How would you debounce a search input? How would you answer this if the interviewer asked for a concrete production example?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-035,Frontend,React,debugging,easy,How would you prevent unnecessary re-renders in a large React application? How would you answer this if the interviewer asked for a concrete production example?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-036,Frontend,Browser,design,medium,What happens from clicking a URL to the browser rendering a page? What edge case or failure mode would you test before calling this solution complete?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-037,Frontend,TypeScript,conceptual,medium,When would you use unknown instead of any? How would your approach change if the scale or input size became 10x larger?,Frontend; TypeScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-038,Frontend,JavaScript,optimization,medium,How would you debug a browser memory leak? How would you answer this if the interviewer asked for a concrete production example?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-039,Frontend,React,follow_up,hard,How would you cancel an in-flight API request when a component unmounts? How would you answer this if the interviewer asked for a concrete production example?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-040,Frontend,Browser,scenario,easy,Explain CORS from the browser perspective. What edge case or failure mode would you test before calling this solution complete?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-041,Frontend,JavaScript,practical,medium,Explain closures with a practical frontend example. What edge case or failure mode would you test before calling this solution complete?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-042,Frontend,React,tradeoff,medium,How does React decide what to re-render after state changes? What edge case or failure mode would you test before calling this solution complete?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-043,Frontend,Browser,debugging,medium,How would you improve a page with poor Largest Contentful Paint? What edge case or failure mode would you test before calling this solution complete?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-044,Frontend,JavaScript,design,hard,"Explain the event loop using promises, setTimeout, and synchronous code. What edge case or failure mode would you test before calling this solution complete?",Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-045,Frontend,React,conceptual,easy,When can useMemo or useCallback hurt performance? What edge case or failure mode would you test before calling this solution complete?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-046,Frontend,Browser,optimization,medium,What happens from clicking a URL to the browser rendering a page? How would your approach change if the scale or input size became 10x larger?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-047,Frontend,JavaScript,follow_up,medium,How would you debounce a search input? What edge case or failure mode would you test before calling this solution complete?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-048,Frontend,React,scenario,medium,How would you prevent unnecessary re-renders in a large React application? What edge case or failure mode would you test before calling this solution complete?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-049,Frontend,Browser,practical,hard,Explain CORS from the browser perspective. How would your approach change if the scale or input size became 10x larger?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-050,Frontend,JavaScript,tradeoff,easy,How would you debug a browser memory leak? What edge case or failure mode would you test before calling this solution complete?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-051,Frontend,React,debugging,medium,How would you cancel an in-flight API request when a component unmounts? What edge case or failure mode would you test before calling this solution complete?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-052,Frontend,Browser,design,medium,How would you improve a page with poor Largest Contentful Paint? How would your approach change if the scale or input size became 10x larger?,Frontend; Browser,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-053,Frontend,JavaScript,conceptual,medium,Explain closures with a practical frontend example. How would your approach change if the scale or input size became 10x larger?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-054,Frontend,React,optimization,hard,How does React decide what to re-render after state changes? How would your approach change if the scale or input size became 10x larger?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-055,Frontend,JavaScript,follow_up,easy,"Explain the event loop using promises, setTimeout, and synchronous code. How would your approach change if the scale or input size became 10x larger?",Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-056,Frontend,React,scenario,medium,When can useMemo or useCallback hurt performance? How would your approach change if the scale or input size became 10x larger?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-057,Frontend,JavaScript,practical,medium,How would you debounce a search input? How would your approach change if the scale or input size became 10x larger?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-058,Frontend,React,tradeoff,medium,How would you prevent unnecessary re-renders in a large React application? How would your approach change if the scale or input size became 10x larger?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-059,Frontend,JavaScript,debugging,hard,How would you debug a browser memory leak? How would your approach change if the scale or input size became 10x larger?,Frontend; JavaScript,frontend_engineer; full_stack_engineer; software_engineer,expanded
frontend-060,Frontend,React,design,easy,How would you cancel an in-flight API request when a component unmounts? How would your approach change if the scale or input size became 10x larger?,Frontend; React,frontend_engineer; full_stack_engineer; software_engineer,expanded
devops-clo-001,DevOps/Cloud,Linux,practical,medium,A production process uses 100% CPU. Which commands and signals would you use to investigate?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-002,DevOps/Cloud,Docker,tradeoff,medium,Explain image versus container.,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-003,DevOps/Cloud,CI/CD,debugging,medium,What checks should run in CI before a pull request merges?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-004,DevOps/Cloud,Cloud,design,hard,"When would you choose a VM, container platform, or serverless service?",DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-005,DevOps/Cloud,Kubernetes,conceptual,easy,"Explain Pod, Deployment, and Service.",DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-006,DevOps/Cloud,Terraform,optimization,medium,What is Terraform state and why must it be protected?,DevOps/Cloud; Terraform,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-007,DevOps/Cloud,Observability,follow_up,medium,"Explain logs, metrics, and traces and when each is useful.",DevOps/Cloud; Observability,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-008,DevOps/Cloud,Linux,scenario,medium,How would you find which process is listening on a particular port?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-009,DevOps/Cloud,Docker,practical,hard,How would you reduce a Python Docker image size?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-010,DevOps/Cloud,CI/CD,tradeoff,easy,How would you keep secrets out of CI logs?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-011,DevOps/Cloud,Cloud,debugging,medium,How would you design a highly available web application across multiple instances?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-012,DevOps/Cloud,Kubernetes,design,medium,How would you debug a Pod in CrashLoopBackOff?,DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-013,DevOps/Cloud,Terraform,conceptual,medium,What is Terraform state and why must it be protected? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Terraform,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-014,DevOps/Cloud,Observability,optimization,hard,"Explain logs, metrics, and traces and when each is useful. How would you answer this if the interviewer asked for a concrete production example?",DevOps/Cloud; Observability,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-015,DevOps/Cloud,Linux,follow_up,easy,How would you inspect disk usage when a server runs out of space?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-016,DevOps/Cloud,Docker,scenario,medium,How would you persist PostgreSQL data across container restarts?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-017,DevOps/Cloud,CI/CD,practical,medium,How would you roll back a bad deployment?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-018,DevOps/Cloud,Cloud,tradeoff,medium,How would you control cloud costs for a student-facing SaaS?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-019,DevOps/Cloud,Kubernetes,debugging,hard,"Explain Pod, Deployment, and Service. How would you answer this if the interviewer asked for a concrete production example?",DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-020,DevOps/Cloud,Terraform,design,easy,What is Terraform state and why must it be protected? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Terraform,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-021,DevOps/Cloud,Observability,conceptual,medium,"Explain logs, metrics, and traces and when each is useful. What edge case or failure mode would you test before calling this solution complete?",DevOps/Cloud; Observability,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-022,DevOps/Cloud,Linux,optimization,medium,A production process uses 100% CPU. Which commands and signals would you use to investigate? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-023,DevOps/Cloud,Docker,follow_up,medium,"Design Docker Compose for FastAPI, Redis, Qdrant, and a frontend.",DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,curated
devops-clo-024,DevOps/Cloud,CI/CD,scenario,hard,What checks should run in CI before a pull request merges? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-025,DevOps/Cloud,Cloud,practical,easy,"When would you choose a VM, container platform, or serverless service? How would you answer this if the interviewer asked for a concrete production example?",DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-026,DevOps/Cloud,Kubernetes,tradeoff,medium,How would you debug a Pod in CrashLoopBackOff? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-027,DevOps/Cloud,Terraform,debugging,medium,What is Terraform state and why must it be protected? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Terraform,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-028,DevOps/Cloud,Observability,design,medium,"Explain logs, metrics, and traces and when each is useful. How would your approach change if the scale or input size became 10x larger?",DevOps/Cloud; Observability,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-029,DevOps/Cloud,Linux,conceptual,hard,How would you find which process is listening on a particular port? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-030,DevOps/Cloud,Docker,optimization,easy,Explain image versus container. How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-031,DevOps/Cloud,CI/CD,follow_up,medium,How would you keep secrets out of CI logs? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-032,DevOps/Cloud,Cloud,scenario,medium,How would you design a highly available web application across multiple instances? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-033,DevOps/Cloud,Kubernetes,practical,medium,"Explain Pod, Deployment, and Service. What edge case or failure mode would you test before calling this solution complete?",DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-034,DevOps/Cloud,Linux,tradeoff,hard,How would you inspect disk usage when a server runs out of space? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-035,DevOps/Cloud,Docker,debugging,easy,How would you reduce a Python Docker image size? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-036,DevOps/Cloud,CI/CD,design,medium,How would you roll back a bad deployment? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-037,DevOps/Cloud,Cloud,conceptual,medium,How would you control cloud costs for a student-facing SaaS? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-038,DevOps/Cloud,Kubernetes,optimization,medium,How would you debug a Pod in CrashLoopBackOff? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-039,DevOps/Cloud,Linux,follow_up,hard,A production process uses 100% CPU. Which commands and signals would you use to investigate? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-040,DevOps/Cloud,Docker,scenario,easy,How would you persist PostgreSQL data across container restarts? How would you answer this if the interviewer asked for a concrete production example?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-041,DevOps/Cloud,CI/CD,practical,medium,What checks should run in CI before a pull request merges? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-042,DevOps/Cloud,Cloud,tradeoff,medium,"When would you choose a VM, container platform, or serverless service? What edge case or failure mode would you test before calling this solution complete?",DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-043,DevOps/Cloud,Kubernetes,debugging,medium,"Explain Pod, Deployment, and Service. How would your approach change if the scale or input size became 10x larger?",DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-044,DevOps/Cloud,Linux,design,hard,How would you find which process is listening on a particular port? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-045,DevOps/Cloud,Docker,conceptual,easy,"Design Docker Compose for FastAPI, Redis, Qdrant, and a frontend. How would you answer this if the interviewer asked for a concrete production example?",DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-046,DevOps/Cloud,CI/CD,optimization,medium,How would you keep secrets out of CI logs? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-047,DevOps/Cloud,Cloud,follow_up,medium,How would you design a highly available web application across multiple instances? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-048,DevOps/Cloud,Kubernetes,scenario,medium,How would you debug a Pod in CrashLoopBackOff? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Kubernetes,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-049,DevOps/Cloud,Linux,practical,hard,How would you inspect disk usage when a server runs out of space? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-050,DevOps/Cloud,Docker,tradeoff,easy,Explain image versus container. What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-051,DevOps/Cloud,CI/CD,debugging,medium,How would you roll back a bad deployment? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-052,DevOps/Cloud,Cloud,design,medium,How would you control cloud costs for a student-facing SaaS? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-053,DevOps/Cloud,Linux,conceptual,medium,A production process uses 100% CPU. Which commands and signals would you use to investigate? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-054,DevOps/Cloud,Docker,optimization,hard,How would you reduce a Python Docker image size? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-055,DevOps/Cloud,CI/CD,follow_up,easy,What checks should run in CI before a pull request merges? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-056,DevOps/Cloud,Cloud,scenario,medium,"When would you choose a VM, container platform, or serverless service? How would your approach change if the scale or input size became 10x larger?",DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-057,DevOps/Cloud,Linux,practical,medium,How would you find which process is listening on a particular port? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-058,DevOps/Cloud,Docker,tradeoff,medium,How would you persist PostgreSQL data across container restarts? What edge case or failure mode would you test before calling this solution complete?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-059,DevOps/Cloud,CI/CD,debugging,hard,How would you keep secrets out of CI logs? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-060,DevOps/Cloud,Cloud,design,easy,How would you design a highly available web application across multiple instances? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-061,DevOps/Cloud,Linux,conceptual,medium,How would you inspect disk usage when a server runs out of space? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-062,DevOps/Cloud,Docker,optimization,medium,"Design Docker Compose for FastAPI, Redis, Qdrant, and a frontend. What edge case or failure mode would you test before calling this solution complete?",DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-063,DevOps/Cloud,CI/CD,follow_up,medium,How would you roll back a bad deployment? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; CI/CD,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-064,DevOps/Cloud,Cloud,scenario,hard,How would you control cloud costs for a student-facing SaaS? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Cloud,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-065,DevOps/Cloud,Linux,practical,easy,A production process uses 100% CPU. Which commands and signals would you use to investigate? What trade-off would you explain before choosing this approach?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-066,DevOps/Cloud,Docker,tradeoff,medium,Explain image versus container. How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-067,DevOps/Cloud,Linux,debugging,medium,How would you find which process is listening on a particular port? What trade-off would you explain before choosing this approach?,DevOps/Cloud; Linux,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-068,DevOps/Cloud,Docker,design,medium,How would you reduce a Python Docker image size? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-069,DevOps/Cloud,Docker,conceptual,hard,How would you persist PostgreSQL data across container restarts? How would your approach change if the scale or input size became 10x larger?,DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
devops-clo-070,DevOps/Cloud,Docker,optimization,easy,"Design Docker Compose for FastAPI, Redis, Qdrant, and a frontend. How would your approach change if the scale or input size became 10x larger?",DevOps/Cloud; Docker,devops_engineer; cloud_engineer; backend_engineer; software_engineer,expanded
databases--001,Databases/SQL,SQL,practical,medium,Find employees whose salary is greater than the average salary.,Databases/SQL; SQL; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
databases--002,Databases/SQL,Joins,tradeoff,medium,Explain INNER JOIN versus LEFT JOIN with customers and orders.,Databases/SQL; Joins; database; querying,backend_engineer; data_engineer; software_engineer; ai_engineer,curated
